obscene,comment_text
0,"""

 RfA thanks spam 
 

Hello Jclemens, thank you for supporting my RfA! I was promoted with a final tally of 65/4/3. I hope I can live up to everyone's expectations, do my best for Wikipedia, and take to heart the constructive criticism. Always feel free to message me if I'm around.  """
0,"""Because so many Turkish-people today claim to be a descendant of Oghuz Khan, male members of the Amucalar, descendants of Gündüz Gazi, the older brother of """"Osman I, tested their Y-DNA. Genetic history of the Turkish people, shows that the common ancestor """"Ertuğrul"""", belonged to haplogroup: R1a=6.9% - Typical of Central Asian, Caucasus, Eastern Europeans and Indo-Aryan people.

http://www.ysearch.org/search_view.asp?uid=XWBWW&viewuid;=FTEMF&p;=1

  """
0,"It isn't a great ref . I quote from it in one or the other talk page, it only mentions load transfer. Gillespie uses the term weight transfer like normal people do, to mean load transfer. To my mind the whole weight transfer (as it is currently written) section is undue weight on an effect that very few people think about, it would be better to combine the two articles into one, describe load transfer while calling it weight transfer  and observing that load transfer is a better term, and then add a second section pointing out that for motorcycles and half empty milk tanker cg shifts are important."
0,"""

Technical error in article coding

Just got this on loading the article from a google search:
""""Script error: The module returned a value. It is supposed to return an export table.""""
Best I can tell is that there's something wrong in the 'infobox' portion, but I don't know (or care to learn) how to edit that shit. Someone who does needs to fix it. 68.172.52.21  """
0,Don't leave. You are out Donald Trump: someone needs to call out the politically correct social justice warrariors here.
0,"""

 Redirection from """"Machine Translations"""" means no link to the musical act of that name 

As subject says, when I enter """"machine translations"""" in to Wiki search, it redirects directly to this page. Yet there is a wikipedia page called """"Machine Translations"""" discussing to the musical act of that name. To get to that page I have to search for (""""J. Walker"""" """"machine translations"""") in its entirety. Could some competent wiki editor fix this situation please?"""
0,"""

 Thanks for pointing that out. Actually, it gives """"bia"""", which is still incorrect. I've checked ISO 639-3 and Nhanda isn't there so I've emailed SIL to ask them to put it in. I'll remove the number from the article until a code gets allocated.

 Is there anything else about the article that was confusing?  """
0,"""
I attempted to contact you via Google Chat to discuss Fred's edit, but you were apparently busy fixing the article. I reverted to the previous version and pressed save, to find that you had forestalled me!  -трёп- """
0,I am certain you intended these comments for someone else. — Carl ( · talk)
0,"Usher Sales and Awards. 

You should just say Usher has sold over 45 million albums and over 32 million singles worldwide. Also add how Raymond v. Raymond was a big success winning two American Music Awards and two Soul Train Music Awards.  

 Lead/December 2010 

Even though the lead is about as long as it was when I first edited I feel like I improved it. I hope everyone enjoy my contribution to the article."
0,"Thank you George2001hi, for your efforts with the 'grasses and international peace movement,' and the 'back' info help for title restorations.-Cheers[pasted in]-Look2See1 t a l k →"
0,"Perhaps comments like these did change something. Anyway, I was not trying to offend you in any way, I simply thought that you'd catch the irony in my comment. Apparently you didn't, so I'm rephrasing it: in my honest oppinion the relation between a state that was formed in the effect of the Polish-Lithuanian conflict of 1922 and the Russian revolution of 1917 is obscure, to say the least. The Republic of Central Lithuania was neither formed because of the revolution nor during it. I kindly ask you to explain the connection between the Russian revolution and Central Lithuania before you put back the category. I know that the communist propaganda portrayed the independence of much of Central and Eastern Europe as a consequence of one of Lenin's speeches in which he gave those states (he did not have influence on whatsoever) a right to secede, though this doesn't hold the water at all. 

Also, I do not monitor your talk page so please respond at my talk page rather than yours. tt"
0,"""

 (four, double six, six four) 

Why not """"four, triple six, four""""? Would it not be more logical and easier mnemonically? Too evil?"""
0,"Image markup
See my response/explanation on Template talk:Did you know. -  04:06, 30 Jun 2004 (UTC)"
0,"""I would certainly suggest that the wording be altered that references his """"bestselling author"""" status, since as a non-US citizen I hadn't even heard of him before I started researching Mormonism to a deep degree.  I feel it's quite """"weasel-wordy"""" to say that he's an American author and then say separately that he's a """"bestselling author"""" because the way that is done implies he's a bestselling international author, which clearly isn't the case judging by the fact that Amazon.com rank his book #25 out of 100 in the category """"Mormonism: Controversial"""" and only in the late 617000's as an overall sales rank.    

"""
0,to Donate to this group of buffoons
0,"""
Oppose this proposal. I would support however some sort of guidelines for arbs (and maybe admins) regarding what sort of complaints are clear reason for status change, and what are perhaps valid but less clearcut, and then, if the latter, some sort of discussion, maybe per RfC with a crat closing, regarding the conduct of the individual involved and how to deal with it. Personally, I think the """"us"""" AGK used is potentially problematic, but could just be, potentially, a typo. Arbs are not necessarily required to write all comments like legal briefs, particularly if they themselves are not necessarily lawyers. Of course, if AGK, or any other arb in a potentially similar position, were to resign on their own, should that happen, that might be enough to address that specific situation, but no one should see my saying that as necessarily indicating I think such would necessarily be the way to proceed in this instance, because I don't think the matter necessarily rises to that level. I could, however, be wrong. """
0,"I'd rather spend $70 a year than have to be forced your lines of BS, anyday."
0,Exactly. Problem solved. -
0,"""

 Ebionites FAR 

Ebionites has been nominated for a featured article review. Articles are typically reviewed for two weeks. Please leave your comments and help us to return the article to featured quality. If concerns are not addressed during the review period, articles are moved onto the Featured Article Removal Candidates list for a further period, where editors may declare """"Keep"""" or """"Remove"""" the article from featured status. The instructions for the review process are here. Reviewers' concerns are here.   """
0,"Name
This ship have been for the last 40 years and still is the Alferez Sobral, can we changed the article name or even better split it ??"
0,"Wikipedia for online losers

I am being accused of vandalizing Afghanistan's article....because the accusers are all jealous of me hahahahahahahaha.  09:32, 31 October 2006"
0,"Superbowl prophecy

I have posted a Superbowl prophecy on my TalkPage. The prophecy is made by Sollog. You may care to read the Wiki pages (which are biased as they delete pro-Sollog posts) and elsewhere about him. More importantly, you may care to look at the prophecy, decipher it correctly and then you'll know the winner before the game is played!

 13:28, 24 Jan 2005 (UTC)"
0,"PAH. The final section sounds like someones trying to advertise it. Nothing special guys... trust me, I live in Broughty Ferry..."
0,"I'am no troll 

And you should behave a lot better than insulting people, my dear."
0,"""

 Causes of the wars in the colonial period 

My edit reverted by  of what would later become United States territory was accompanied by armed conflicts that periodically erupted between the natives and the settlers in the areas that were being colonized."""" I think that this is a completely indisputable uncontentious statement, without any POV claims about what the causes were. The previous formulation (""""While some historians suggest that settlers were engaged in warfare to open further land for settlement, other historians suggest that settlers needed to defend themselves from attacks by the Indians"""") claimed the existence of two mutually irreconcilable camps of historians with opposing theories about the causes of the wars, which I don't think is true. (Obviously, both factors existed; yet I doubt that there are any serious historians would claim that Indian aggression and banditry, and hence the need for defence from these, were the true and primary cause of the wars). If people want to keep this formulation, they should source it. I'm glad that   """
0,""", 2 December 2008 (UTC)
Also, with respect to the distinction between majority and plurality, I was not aware that plurality is exclusively an election term.  And majority does not always refer to strictly more than half, if the vote is split several ways (see, for instance, the OED entry on majority).   (talk) 21:13"""
0,"UT
DougiePooh, It definitly WAS an attack! Don't you get snide with me!"
0,REDIRECT Talk:1973 Nepal plane hijack
0,"""

In the newish section of the article about naming, there is a sentence that states that some Swedish speaking Finns would prefer to be known as """"svenskspråkiga Finnar"""". I believe that is completely rubbish as use of such a term does not make sense in the Swedish language (especially in finlandssvenska) as finne/finnar refers specifically to a Finn or Finns who speak Finnish as their mother tongue. There is no equivalent distinction in the English language (i.e. the word """"Finn"""" in English includes all Finns regardless of language, the equivalent Swedish would be finländare).  I think it should be removed. Certainly as one myself, I know of no Finland Swede who would call themselves this.  """
0,"I agree with Rezter, there is no set official source / criteria to say what is a demo and what is an album, therefore you have go with what each band considers each of their releases. It is the band's work, they are allowed to consider whatever they want to."
0,"Yep, that's referenced in this: http://en.wikipedia.org/wiki/Herbert_Hoover#Foreign_relations. Also, the Clark Memorandum should be noted as the origin of the public nature of the Good Neighbor Policy."
0,"What did you dream? It's alright, we told you what to dream. Congratulations, anyways. -)  (talk)"
0,"No we don't.  To me, it seems somewhat silly to use such a huge and un-weidly title for an article. So far I don't understand your reasoning."
0,"""
""""like everyone else"""" - Get it? `'Míkka """
0,"""

:Image:Bahonar.jpg

 Image deletion warning The image Image:Bahonar.jpg has been listed at Wikipedia:Possibly unfree images. If the image's copyright status cannot be verified, it may be deleted. If you have any information on the source or licensing of this image, please go to its page to provide the necessary information."""
0,"""

Fair use rationale for Image:Obamagirlvideo.JPG

Thanks for uploading or contributing to Image:Obamagirlvideo.JPG. I notice the image page specifies that the image is being used under fair use but there is no explanation or rationale as to why its use in Wikipedia articles constitutes fair use. In addition to the boilerplate fair use template, you must also write out on the image description page a specific explanation or rationale for why using this image in each article is consistent with fair use. Suggestions on how to do so can be found  here.

Please go to the image description page and edit it to include a fair use rationale. Using one of the templates at Wikipedia:Fair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy, but remember that you must complete the template.  Do not simply insert a blank template on an image page. 

If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.   """
1,"Fuck off and mind your own business, homo"
0,"""
No, it was a far-too-much-of-an-in-joke on the fact that principle→principal is usually one of the first things the FA regulars jump on (along with the dreaded Spaced Em Dash) – scent """
0,"Good luck stopping your amalgams, mixing up and mingling."
0,"""
Improvement
Please look at the last  addition that improves the discussion about oxyhydrogen and the """"bad word"""" HHO. Steve, you always say that we need sources. I have placed several peer reviewed sources and someone just cancelled. I made a mistake of not having this note  written before, but, I had no time yesterday. Apologies....I am adding it now and I feel that, instead of just removing my edits, the page  should be improved to keep in the spirit of Wikipedia and the efforts of Steve Baker.
Scuranova."""
0,The roof of the McDonnell Planetarium sure looks like the roof of the Seattle Space Needle
0,The conclusion being implied is obvious  that there are a disproportionate number of UNGA resolutions regarding the Arab-Israeli conflict compared to the other conflicts. None of the sources for the table state this conclusion. P.S. I am very surprised that you could not see this.
0,"old redneck jokes the name 

The point of the name was to keep people like you from being racist towards me. But I guess no matter how hard I try you racists have to mess with me. I hate all you racist communists."
0,"Season 20 Region 2. 

Please for the love of freaking God, WHERE does it say this was even released at all, let alone November 24, 2010?
You want sources it's not available?
http://www.amazon.co.uk/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords;=the+simpsons+season+20&x;=0&y;=0  Amazon UK
http://www.play.com/DVD/DVD/0-/Search.html?searchtype=r2alldvd&searchsource;=0&searchstring;=the+simpsons+season+20  Play.com (UK)
http://www.woolworths.co.uk/e/q/the-simpsons-season-20.end?cmtag=o&_requestid=220785  Woolworths.co.uk
http://hmv.com/hmvweb/simpleMultiSearch.do?searchUID=&pGroupID;=0&adultFlag;=false&simpleSearchString;=the+simpsons+season+20&primaryID;=0&btnSubmitSearch.x;=0&btnSubmitSearch.y;=0  HMV

Four online stores... NONE of them sell a SINGLE copy of this set. If it's out in Region 2, then why the HELL is it not available in the UK? Region 2 should mean Region 2, NOT just limited areas. If it is in a limited area, SAY THE FREAKING GOD DAMNED SO! And for God's sake, SHOW ME WHERE IT SAYS IT'S RELEASED AT ALL, ON NOVEMBER 24, 2010! I'm not asking. I'm telling, so DO IT, or STOP PUTTING THAT DATE WHEN IT'S NOT OUT!"
0,"Saddhiyama, Wikipedia articles do not condemn, or judge, the subjects. Have a look at the articles on Hitler, or Stalin, or Mussolini. I will continue to delete the text in question. If you really think that is vandalism, then you know the avanues to explore, I suppose, but I feel you will be disappointed. Ah well."
0,"I am not a fan of jews... 

...but I am extremely happy about all the pwnage in the Middle East atm. There is no excuse for being a zionist, but showing Palestinians in a variety of lulzy ways is something of mitigation. 79.75.141.101"
0,"Definition of Web on Internet page
I take issue with the definition of the WWW on the Internet page - a collection of documents?  Wouldn't it be more accurate to say that the web is a graphical interface we use to access files on the Internet?  Because don't lots of people now say they're going to upload a video to the web, or download a podcast from the web?  They don't say they're going to go look at an HTML page with some Ajaxy stuff that allows them to view a video."
0,"September 2007 
 Please stop. If you continue to vandalize Wikipedia, as you did to Dietrich Bonhoeffer, you will be blocked from editing.    
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings."
0,"""

Hitler, the only thing disruptive is your insulting lack of intelligence. How can you continue to just revert my edits without even responding to my posts on the talk page that I've clearly made hours ago that explain said edits? How can you continue to use this retarded """"well one person in the world said it so I must throw it on here as s good source!"""" It spits in the face of logic and fact.   """
0,"""

 Birth announcement 

I am proud to announce the birth of a new word: ''''''. I litterally created it just this second. Of course, I literally created the page a day ago, and I had coined the term long ago, but didn't get around to formalizing it until prompted by the note above.  • XAЯAbИAM """
0,Plus the fact she can't act.
0,"I'm happy to leave it in for now, but there's a pretty obvious reason to think that they won't be continuing their coverage. Their financial health is poor and the Setanta Cup looks increasingly like it's finished."
0,"""

Redeleted for same resaonable cause originally stated.

reverting editor is mistaken when he characterizes deletion as """"Criticism of the case against Oswald"""" and not """"JFK assassination conspiracies theories"""". Any theory other than Oswald as lone gunman is an assassination theory, and the deleted text is concerned with nothing other than broader conspiracy.   """
0,"""

 Position 

It's always been my opinion that the infobox was supposed to offer an overview of a baseball playe's career; detail is left for the article. Babe Ruth's infobox lists him as a """"Right fileder / Left fielder / Pitcher."""" I find that silly. In my opinion it should say, """"Pitcher / Outfielder."""" Number one, it's more correct cronologically, and number two, do we really need to split up the outfield positions on an infobox? I could understand putting """"Left fielder"""" for someone like Barry Bonds or Ted Williams or someone else who spent his entire career at one outfield position, but when he's played more than one outfield position, splitting it up like that is a little bit too much information and just makes the infobox look cumbersome.  """
0,"""

As for whitewashing, well - I do trust documents, not opinions. And of course I would be glad if you'd refer to some facts and examples rather than to generalizations (as a matter of fact id does talk about 1991 opening of the Paneriai monument, and press review in 1991-1992 - not mentioning historiography at all: google search did mislead you on this one). 
Also you should note, that the book notes change in the press and the recognition of the problem 
Also you should note, that this books is 12 years out of a print and does not say a word about most recent research (This also leads to assumption, that information is more than 12 years old, since a book is not written in a day).  And Bubnys research is much more """"fresh"""" in this respect, because it is published in 2003.
Well, about bias and creation of myths, we have to fight, there is a good read In there you can find also a comprehensive list of most recent Lithuanian historiography achievements in Holocaust research.   """
0,"""

 How many chromosomes per cell? 

I'm no expert so I've not gone in and edited the following statement from the article, but it seems 'odd' to me as it flies in the face of everything I've ever been taught about chromosomes:

 ...each male cell contains only one X or one Y chromosome, but not both. (This is true for nearly all male cells not just sperm cells).

...that's from the section """"Whose genome was sequenced?""""

My understanding was that all male cells had 46 chromosomes (except for sperm).

So am I ill-informed or if not could someone correct that sentence to whatever it should have been?  """
0,"Keshia Cole
Stop adding sh*t to Keyshia Cole page pls, as u did  Thx. 64.26.98.90"
0,"""

Zu Yi
Hi thanks for your contributions but could you please rewrite this so it isn't written like a poem? Cheers $1,000,000?  """
0,"""
Rereading the section, literally everything that Boyd deleted that includes Google Groups citations are quotes from Boyd himself.  The stuff that Boyd denied, for example the comment about Burton Richie claiming that Boyd had an offer to buy the software with enough money left over to pay the Pokerspot players and several hundred thousand for himself, but Boyd turned it down because he didn't want to sign a standard noncompete (""""You won't get me out of the industry this easily!"""") was removed because of the issues with Google Groups.  While I disagree with the removal of that information, I understand why.  There's no reason to remove quotes directly attributed to Boyd.  68.81.192.142  """
0,"Explain it? What makes you think I don't know, or would care to know if I didn't? I'm having good tiems mang, and your stuffy policy isn't going to stop that. 130.184.250.29"
0,"""We have no words for speaking of wisdom to the stupid. He who understands the wise is wise already."""" Georg Christoph Lichtenberg

 """""""
0,"""

 The Living Christ: The Testimony of the Apostles 

Hey there.  Just to let you know, I've restored last year's edit to this article, this time with a 2008 LDS reference mentioning """"Firstborn""""  in the context we discussed, as that seemed your issue with it.  Cheers!   """
0,"2006 (UTC)
At this point, the entire article is unsourced.  14:30, 3 November"
0,"Keep  21:06, 24 Nov 2004 (UTC)"
0,"""

 WikiCup 2014 February newsletter 

And so ends the most competitive first round we have ever seen, with 38 points required to qualify for round 2. Last year, 19 points secured a place; before that, 11 (2012) or 8 (2011) were enough. This is both a blessing and a curse. While it shows the vigourous good health of the competition, it also means that we have already lost many worthy competitors. Our top three scorers were:

, a WikiCup newcomer whose high-quality scans of rare banknotes represent an unusual, interesting and valuable contribution to Wikipedia. Most of Godot's points this round have come from a large set of pictures used in Treasury Note (1890–91).
, a WikiCup veteran and a finalist last year, Adam is also a featured picture specialist, focusing on the restoration of historical images. This month's promotions have included a carefully restored set of artist William Russell Flint's work.
, another WikiCup newcomer. WikiRedactor has claimed points for good article reviews and good articles relating to pop music, many of which were awarded bonus points. Articles include Sky Ferreira, Hannah Montana 2: Meet Miley Cyrus and """"Wrecking Ball"""" (Miley Cyrus song).

Other competitors of note include:

, who helped take Thirty Flights of Loving through good article candidates and featured article candidates, claiming the first first featured article of the competition.
, who claimed the first featured list of the competition with Natalia Kills discography.
, who takes the title of the contributor awarded the highest bonus point multiplier (resulting in the highest scoring article) of the competition so far. Her high-importance salamander, now a good article, scored 108 points.

After such a competitive first round, expect the second round to also be fiercely fought. Remember that any content promoted after the end of round 1 but before the start of round 2 can be claimed in round 2, but please do not update your submission page until March (UTC). Invitations for collaborative writing efforts or any other discussion of potentially interesting work is always welcome on the WikiCup talk page. Remember, if two or more WikiCup competitors have done significant work on an article, all can claim points equally.

If you are concerned that your nomination—whether it is at good article candidates, a featured process, or anywhere else—will not receive the necessary reviews, please list it on Wikipedia:WikiCup/Reviews. If you want to help out with the WikiCup, please do your bit to help keep down the review backlogs! Questions are welcome on Wikipedia talk:WikiCup, and the judges are reachable on their talk pages or by email. Good luck! If you wish to start or stop receiving this newsletter, please feel free to add or remove yourself from Wikipedia:WikiCup/Newsletter/Send.  (talk • email),  (talk • email) and  (talk • email) 

 Please comment on Talk:Suicide of Phoebe Prince 

Greetings! You have been randomly selected to receive an invitation to participate in the request for comment on Talk:Suicide of Phoebe Prince. Should you wish to respond to the invitation, your contribution to this discussion will be very much appreciated! If in doubt, please see suggestions for responding. If you do not wish to receive these types of notices, please remove your name from Wikipedia:Feedback request service. —    

 Please comment on Wikipedia talk:WikiProject Mathematics 

Greetings! You have been randomly selected to receive an invitation to participate in the request for comment on '''[[Wikipedia talk:WikiProject Mathematics#rfc_EB4F458|Wikipedia talk:WikiProject Mat"
0,"""

 No mention of the late 1820s-to-1830s song """"Zip Coon"""" 

""""Zip Coon"""" was a popular song featured at minstrel shows starting the late 1820s that white blackface performers used to caricature free black men who were trying to fit in with upper class white society.

http://www.npr.org/sections/codeswitch/2014/05/11/310708342/recall-that-ice-cream-truck-song-we-have-unpleasant-news-for-you

71.93.120.216  RandomRacialSlurResearcher"""
0,"Britney's Real Album sales 

You say that Baby one more time sold 14,729,243 in the US, then why is it not in the Nielsen Soundscan list of best selling albums from 1999-2006?.

If her sophomore album sold 10,699,289 then why is it not on the list also? and don't you dare try to add them on because this list was from the offical Soundscan site, so we'll know. And stop inflating her worldwide sales. Her debut album sold 24 million worldwide, not 28, 29, 35, 50 or any ridiculous number you come up with. Her sophomore album sold 20 million , her third album 12 million, 4th 8 million, 5th 7 million, 6th 1 million. When you say a person has sold 85 million records, it also includes singles too."
0,"Thanks, I'll read the book."
0,"There is no need to do that, the source given above speaks explicitly about the cases of the European Court of Human Rights where the occupation of Baltic states has been under discussion. And that's what this article is about."
0,"""

 deanostrodamus 

don't try to threaten me just because you can't fit through the doors of your favorite comic book store, even if you did delete me i will find a way back on to continue being what you whould call """"disruptive"""". honestly if you have some problem with me or if wikipedia is the only place you feel your life has a point please just come out and say it instead of wasting my short free time. i will not make fun of you or any of your yuppie ideals because in a way i pity you and i know you'll only go and get your D&D; buddies to try to increase your meddle, in short """"How can I kill that which has no life""""."""
0,"""

Oh, my research was done, but I was busy, I can send you the book if you want, my curiosity has faded. Anyway long story short is he is not descendant directly fro Chingiz Khan his """"hero"""" so to speak, he is descendant from what it seems like a Mongolian Family that have been Turkicized. """"Temür’s marriage to a Chinggisid princess (the daughter of Qazan Khan) gave him the right to use the title kürgän, or imperial son in law, which was also adopted by several of his descendants, and he attempted to revive the Chinggisid house through the elevation of puppet khans in the Ulus Chaghadai"""" my source is the new Cambridge History of Islam. I can send it to you if you like, on the Mughals part they see themselves as Timurids, but the correct word is Gurkani, a simple google book search has concluded me that Babur's diary called Baburnama edited by Thackston in 2002 may contain the Gurkani material.   """
0,"""== A pie for you! ==

  Hey!   """
0,supply information about sports in Illinois.  Please see South_carolina#Sports_in_South_Carolina as an example.
0,"You need to stop changing the Final Destination cast on the articles. Don't remove previous hidden notes and replace them with your own. It doesn't work that way. Also, stop changing the Final Destination 5 one. The cast poster hasn't been released yet so how the hell are we supposed to follow the credit block? I know you wish to see the articles the way you imagine them, but you need to discuss it first. Stop being a fool and follow the guidlines or you'll be reported and your account will be terminated. Thanks. 76.237.15.12"
0,Huh? All I said was that nobody likes a snitch. Is that statement not true?
0,Just been cursing again?
0,I don't think there's anything to do here.  —JIM
0,"size (472x488) version. —  

Mbstone wrote..."
0,"word use 

Hello.  Regarding your recent minor edit to The Amazing Race, while it is not worthy of being reverted, I have to strongly disagree with your reasoning.  Impact can, in fact, be used as a verb as it was in the article.  Your edit was completely unnecessary. 192.91.171.36"
0,"Please ban Lukeno94 

He keeps on reverting my edits on user talk pages that are not his. 198.228.217.150"
0,"""

Allegiance
According to the rules, it says """"country or power the person was fighting for"""". As Fiske says he was Canadian, this must be the British Commonwealth. So, if no one has any objections, I will change it to this. Thanks.   """
0,"""

Here’s a 3/14/2007 quote in USAToday by science editor Dan Verganio saying he coined the word for his theory []
“Lanza, who is best known as one of the scientists behind a 2001 attempt to clone human embryonic stem cells, calls this theory """"biocentrism"""" and in the article he points to the well-known weirdness of quantum mechanics, the basic rules of particle physics, to make his case.”  """
0,"Sexist jokes are not appropriate ==

This joke was sexist and not terribly funny.  You've been warned before about being civil and constructive in your comments at the Reference Desk; that post was an extraordinarily ugly and ill-judged step backwards.  If I see anything like it from you again, I will block you. (talk) 
I don't actually believe Medeis is female, because women don't act like that. Sorry if the joke was too subtle for you. ← What's up, Doc? carrots→ 

=="
1,Jusdafax is a little whiny bitch!!! Lick my sweaty balls homo! =)
0,""" - unsigned

We do include it. This article says:
""""In 2003, world-renowned virologist Robert Webster published an article titled """"The world is teetering on the edge of a pandemic that could kill a large fraction of the human population"""" in American Scientist calling for adequate resources to fight what he sees as a major world threat to possibly billions of lives.""""

Global spread of H5N1 says:
""""Perhaps the most extreme maximum has come from renowned virus expert, Robert Webster, who believes H5N1 has the capacity to mutate into a form that could kill a third of the human population"""" using the source This source says that in 2003 world renowned virologist Robert Webster published The world is teetering on the edge of a pandemic that could kill a large fraction of the human population in American Scientist saying """"a third of the human population"""" could die from H5N1. In ABC News article on March 14, 2006 he is quoted as saying """"Society just can't accept the idea that 50 percent of the population could die. And I think we have to face that possibility.""""  """
0,Not in the first paragraph of the lead. See WP:LEAD.
0,"Alternately, it's possible that I don't know where I'm posting things"
0,"Wikipedia:Reference desk/Miscellaneous mootch
To: User talk:AliceJMarkham, User talk:Fuhghettaboutit,
User talk:Jehochman, User talk:Jokestress, and User talk:PmandersonHi folks,While I know that Wikipedia:Wikipedia is not a social networking site, I've read edits from each of you and figure that you might have something to contribute to my RD question Being private verses public?. If you can help, I'd greatly appreciate it, though even your attention here is appreciated as well. Thanks.205.189.194.208"
0,"""

1. You just completely misquoted me. Perhaps you should focus on your reading abilities before attempting to act so condescending.

2. The 'official source' does not give a listed height of 6'5"""", whereas dozens and dozens of others list him as between 6'2"""" and 6'3"""" 

3. Look at him and David Beckham. Is there really a six inch different in height? Use your brain, or common sense."""
0,"OK, I won't revert, but I cannot see what the user has a problem with. The article is very similar to December to Dismember (2006), SummerSlam (1993) and WrestleMania III. I don't know what the users problem is. Thanks anyway.  

Similarity of articles has nothing to do with precedent... but he needs to discuss. And so do you, perhaps. Try starting a conversation in talk, then?"
0,"""

 I was not actually banned in the first place. The whole thing is bogus and dishonestly contrived by Caspian blue ... which is why I will ignore it.  I only used that name to document and expose Caspian blue's abuse of the wikipedia system and the tag team editing that was going on articles like Comfort women.

 I had a username, Documentingabuse disallowed because Rlevse decided others would think it was confusingly """"official"""".  I think we shall discover that was done on the basis of his own personal bias. Checkuser Rlevse cant tell the difference between an IP address in Japan and an IP in Canada ... between them, I am supposed to be in the UK, Turkey, Canada, Japan, Texas, Australia ... it is a joke.

 Caspian blue contrived to add any IP address I had previously used, and continues to do so, pretending it was sockpuppetry and then bleating to the admins ... even though I clearly disclosed them  myself. 

 Its all part of their (Caspian blue) psychotic and sociopathic Korean propaganda war. By doing what they do, they think they will frighten people off editing """"their"""" topics because no one wants to risk losing their good name or waste their time having their work trashed. 118.16.165.249  """
0,"Okay, but then I want to resume my break.  Sincerely, My talk"
0,"blocked 

Your list of edits makes it obvious that you're the same person as 124.171.213.122, who got ample warning before being blocked. So we'll dispense with the warnings this time."
0,You don't want to understand anything. And you don't want to listen.. There were no reason to block.. Somebody block me because I did some corrections. And I send him a message to make correction because he is an administrator...68.100.166.227
0,"Hi Ariel 

Thanks for adding some references to the content for Toni Pearen's article. You're doing the right thing. I'de like to add some stuff about her recent engagement and move to Scotland Island, but it will get scrubbed immediately as it always does. I'm sure that if you do some quick research on her you will find some references that will confirm both events. Maybe you could have a crack at it while you're working on the article?"
0,"""::::::::::::::This is an argument to expand the article (and the others), not split. Splitting is only appropriate when an article grows very long or unwieldy. This article puts itself out there as the article on plants making baby plants via recombination, if we judge by the wikilinks and by the  template.  (reasoning) 
I still await your professors, dead or alive, who distinguished plant sexuality from plant sexual reproduction.  (reasoning)   
"""
0,"I am always prepared to make concessions, but there are limits.And the more convinced I get about being correct, the chance on concessions gets smaller."
0,"The Single Greatest Person Ever

ROLF ROLF ROLF ROLF ROLF ROLF"
0,"I would oppose this. Most sources state that Marvel is already looking for a director and the film is still proceeding as scheduled. Unless production haults, I see no reason to change here and would be overly reactionary."
0,"bristol 

bristol has never been in somerset mate,it was gloucestershire, avon and now is a county in it's own right,look it up if you dont believe me.I won't have a f**king yank telling me where  i live."
0,"""

What do you mean?
Nich old boy: When you say: """"I would also suggest that you read Wikipedia:Neutral point of view as you appear to be spending a great deal of time attempting to espouse your own personal points of view on Wikipedia"""" what in heavens name do you mean? I am no different to any other hard-working Wikipedia editor. You are totally out of line with the accusation quoted above. It's been a long-long time since anyone alleged that I was doing this. Yes, I admit, my interests are mainly within Category:Jews and Judaism and Category:Israel and Zionism and I know a lot in particular about these subjects. Don't you have your own interests or are you only caught up in process and not content? What don't you like about my work? Have you read all of it? What do you know about these subjects that you can critique what I have or have not said or what my view is or is not?  """
0,"He insulted me first. To be fair, you should warn him, as well. That's what we call JUSTICE."
0,"""

You can not blame me for that, that this is my IP-Friend, so I tell you be careful and more respectful, as I try to respect you, even sometimes I do not understand your edits, but totaly not. Second my personal expieriences are fact and you know this, also you told me first that the road signs at the city entrance are in more languages, and this is not true. In Novi Sad the Hunagrians have with 4% not an significante size. Also, why you dont mentioned the other """"IP-nationalistic-friends"""" who try to hungarizied so much cities in Slovacia, Romania, Croatia??? Did I tell to you, this are your friends? So in Subotica its OK, but i dont see any reason that Novi Sad should be an expect with 4 % Hungariens. With this you will start an revolt in the articles about Croatian cities with Serbian population till 5%. Same rigth for all. Why you want to destroy the peacfull consense and situation again with this? Why? I'm sick of nationalists and traitors. This is WP, not Nadopedia or No such Userpedia, and when in Vukovar not can stay the Serbian name, although the Serbs are there over 25%, so, after WP-rules and consense they can not stay in Novi Sad also. And also without this, they can stay there in the infobox for Novi Sad, because the Hungarians are there only 4%. Novi Sad can be an expect. I told you we hafe a section Name for this, but you dont want ti accept, spo who make the problems here??? Thats not OK from your side, realy not.  """
0,Everybody know it is. If you had ever watch it on those days then you would know as it is bluntly obvious. They have mention it in the pass.
0,"""
Oh, ok for the experience point. 3 VS 3, so we get an opposition, not a clear case.  (talk) """
